date,FL892090005.Q,LM152010005.Q,LM155035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,LM112010005.Q,LM115035005.Q,LM115015205.Q,LM115013765.Q,LM115020005.Q,LM662090205.Q,LM883164105.Q,LM103164103.Q,LM793164105.Q,LM315015005.Q,LM315014665.Q,LM315013265.Q,LM315013765.Q,LM212010095.Q,LM215015605.Q,LM215013265.Q,LM215013765.Q,FL882090265.Q,FL264194005.Q,LM263164100.Q,FL264190005.Q,FL264090005.Q,LM263064105.Q,FL264090035.Q,FL892090005.Q,FC892090005.Q,PC892090005.Q,FL152090005.Q,FC152090005.Q,PC152090005.Q
1945:Q4,732955,189324,134635,436,257,53996,188688,151676,10964,1942,24107,0,151910,103694,48216,135721,54203,77510,4008,66207,64931,993,283,1105,14523,942,13581,13418,2700,10718,732955,ND,ND,806530,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,804807,220712,158074,590,292,61756,227819,179671,13074,2162,32912,0,145655,97302,48353,132686,58350,69624,4712,73034,71615,1099,320,4901,16756,1001,15755,11855,2690,9165,804807,71851,9.80295660463754,885126,78596,9.74493998571562
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,916913,280809,206381,768,310,73350,262959,206256,17091,2507,37106,0,143857,95116,48741,124219,60427,58568,5224,93348,91580,1452,316,11721,23622,972,22650,11901,2480,9421,916913,112107,13.9296260577322,984117,98991,11.1838277925154
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,969614,313676,229359,944,310,83063,281247,218473,21751,2667,38356,0,143064,94141,48923,116197,61973,48385,5839,101692,99593,1788,311,13738,26311,944,25367,12573,2305,10268,969614,52701,5.74761754354278,1036947,52831,5.36832995228185
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,995905,340055,246931,1043,315,91766,284457,223629,23747,2777,34304,0,153076,103822,49254,106730,59717,40563,6450,97248,95103,1831,314,14339,27842,708,27134,13503,2490,11013,995905,26291,2.71153107667674,1079365,42418,4.09064175803261
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1097331,387345,278126,1346,345,107528,304107,236564,28428,3009,36106,0,176353,126681,49672,106631,63069,36166,7396,109628,107032,2256,340,13267,29604,1175,28429,16337,2925,13412,1097331,101426,10.1842548953445,1171476,92111,8.53380143534005
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1220469,430981,308963,1592,366,120060,333817,255779,31394,3103,43541,0,197692,147629,50063,120256,71927,39900,8429,123206,120380,2464,362,14517,31671,1390,30281,17154,3450,13704,1220469,123138,11.2215794797057,1280571,109095,9.31263330815908
1952:Q1,1234235,437146,311906,1634,365,123241,336414,257823,31895,3103,43592,0,201685,151463,50222,121850,71817,41423,8610,123195,120306,2530,359,13945,31253,363,30890,17308,3454,13854,1234235,13766,1.12791071917693,1298876,18305,1.42940774819594
1952:Q2,1261379,448860,322754,1682,366,124058,338617,259926,32449,3126,43116,0,207970,157607,50363,124515,72871,42832,8812,126827,123898,2569,360,14590,32485,789,31696,17895,3539,14356,1261379,27144,2.1992815558459,1321437,22561,1.73697378884302
1952:Q3,1274763,453482,324183,1697,369,127233,339344,262026,32454,3181,41682,0,207383,156907,50476,128160,74518,44611,9031,131718,128739,2615,364,14676,33187,1128,32059,18511,3434,15077,1274763,13384,1.06104599212197,1334249,12812,0.96954167571167
1952:Q4,1274752,463972,334895,1728,375,126974,336951,262603,32715,3221,38412,0,197219,146628,50591,130505,74903,46335,9267,130592,127574,2646,372,15513,34068,1459,32609,18555,3705,14850,1274752,-10,-0.000806682967247,1338221,3972,0.297679365029307
1953:Q1,1283272,472930,340387,1787,380,130376,335905,262881,33091,3283,36650,0,193757,143052,50705,131996,74987,47505,9504,132496,129388,2736,372,16188,34664,1492,33172,18476,3569,14907,1283272,8520,0.668363023220786,1348482,10261,0.766749407262049
1953:Q2,1284942,481964,347238,1855,386,132485,335537,263388,33682,3326,35141,0,184623,133816,50807,135164,75937,49502,9725,131263,128139,2745,379,16391,35178,1399,33779,18787,3476,15311,1284942,1669,0.130077351382924,1350745,2264,0.167872276474876
1953:Q3,1297260,493031,357332,1926,390,133383,337200,265056,34342,3381,34421,0,180195,129274,50921,137981,76392,51644,9945,132149,128998,2765,386,16704,35908,1290,34618,19204,3430,15774,1297260,12318,0.958659467353354,1365441,14696,1.08797691871515
1953:Q4,1310787,493420,355919,1980,394,135127,337212,264204,34708,3430,34869,0,195074,144082,50992,138681,75199,53327,10155,129389,126196,2799,394,17011,36504,1329,35175,19493,3650,15843,1310787,13527,1.04273027423757,1386274,20833,1.52573166038927
1954:Q1,1329763,498300,357485,2045,399,138371,338560,264500,35130,3518,35412,0,207401,156255,51146,141310,75987,54945,10378,127575,124311,2862,402,16617,36996,1439,35557,20379,3996,16383,1329763,18976,1.44767178133493,1409068,22794,1.64429184193467
1954:Q2,1357996,501393,361814,2109,404,137066,339983,266070,35504,3535,34874,0,223864,172550,51314,143407,76904,55873,10630,132951,129533,3009,409,16398,37465,1554,35911,21067,4353,16714,1357996,28233,2.12317839588974,1430747,21679,1.53852847754606
1954:Q3,1392352,510852,371385,2121,410,136936,342886,269336,35032,3570,34948,0,243537,191985,51552,146517,77496,58111,10910,132794,129274,3103,417,15766,37742,1708,36034,21976,4804,17172,1392352,34356,2.52989375217061,1466969,36222,2.53169059544847
1954:Q4,1412484,520881,379599,2160,417,138705,344494,271288,35048,3603,34554,0,246489,194840,51649,149640,78848,59577,11215,135157,131514,3217,426,15823,38592,1868,36724,22769,5254,17515,1412484,20132,1.44589398402662,1484146,17176,1.17086105912479
1955:Q1,1427998,527824,384467,2175,424,140758,347468,273935,35018,3738,34778,0,253750,202122,51628,148985,78041,59387,11557,133805,130014,3355,436,16166,38932,1934,36998,22766,5407,17359,1427998,15515,1.09838767671929,1505768,21623,1.45690661050589
1955:Q2,1472964,540614,394908,2226,432,143048,350441,277896,35611,3762,33172,0,277402,225533,51869,151243,78382,60920,11941,136975,133076,3452,447,16289,39825,2168,37657,23536,5981,17555,1472964,44965,3.14883811244416,1540799,35031,2.3264205948556
1955:Q3,1519248,555201,406169,2313,442,146277,355170,282691,36770,3811,31898,0,293047,240995,52052,154398,79613,62415,12370,145248,141151,3637,460,16184,40420,2333,38087,24236,6349,17887,1519248,46284,3.14225709883591,1580114,39316,2.55164125200117
1955:Q4,1546142,565459,414487,2412,455,148105,359454,287208,38015,3850,30381,0,296234,244222,52012,158331,80989,64477,12865,150032,145774,3782,476,16632,41138,2439,38699,24506,6575,17931,1546142,26894,1.77024959941543,1600552,20438,1.29345821756949
1956:Q1,1593125,577339,424188,2484,466,150201,366102,292720,38711,3925,30746,0,314586,262345,52241,162456,82202,66841,13413,155948,151563,3894,491,16694,42233,2642,39591,25539,7074,18465,1593125,46982,3.03868082865811,1643305,42753,2.67111536767761
1956:Q2,1611396,588176,433166,2555,479,151976,372306,297111,39222,3975,31998,0,305098,252704,52394,166558,85212,67331,14015,161766,157406,3855,505,17492,43237,2591,40646,25745,6899,18846,1611396,18272,1.14690042392272,1653451,10146,0.617396822736038
1956:Q3,1631994,599584,440946,2651,491,155496,376787,301342,40011,4047,31387,0,299357,246833,52524,171035,88383,67989,14663,167157,162754,3885,518,18074,44455,2565,41890,26381,6805,19576,1631994,20598,1.2782858854504,1672072,18621,1.12618125140506
1956:Q4,1671171,608091,445773,2726,502,159090,378825,302998,40432,4110,31285,0,320993,268373,52620,173094,89332,68423,15339,170002,165507,3966,529,20166,46467,2625,43842,26301,6961,19340,1671171,39176,2.40051956296163,1710520,38448,2.29943463061293
1957:Q1,1679610,619062,453596,2824,516,162126,383079,306042,41297,4200,31540,0,306790,254023,52767,176317,90294,69959,16064,172591,168045,4006,540,21771,47562,2486,45076,25791,6621,19170,1679610,8439,0.504968933782773,1723462,12942,0.75661152993288
1957:Q2,1722232,630621,461358,2873,529,165861,387004,309176,41396,4261,32171,0,326030,273076,52954,178278,91919,69530,16829,177518,172924,4044,550,22781,49531,2645,46886,26750,7112,19638,1722232,42622,2.53762878995668,1760650,37188,2.15775865661521
1957:Q3,1713226,639368,468792,2952,542,167082,391541,312497,41910,4336,32797,0,298582,245392,53190,180384,92652,70121,17611,179027,174353,4112,562,24324,50246,2388,47858,25922,6484,19438,1713226,-9006,-0.522934946050001,1759132,-1518,-0.086241442674888
1957:Q4,1722522,643760,471674,3050,555,168481,393647,313203,42763,4392,33289,0,299142,245747,53395,182371,93488,70483,18400,178248,173484,4190,574,25354,51318,2233,49085,25964,6091,19873,1722522,9296,0.542620697687441,1775913,16782,0.953967895984591
1958:Q1,1743683,644332,468427,3092,571,172242,400106,316188,42747,4500,36671,0,314931,261319,53612,181513,92639,69686,19188,176905,172109,4208,588,25896,52351,2320,50031,26455,6328,20127,1743683,21161,1.22846883116703,1809318,33405,1.88097915326256
1958:Q2,1780585,650040,474349,3155,589,171947,404387,319557,43118,4534,37178,0,332394,278565,53829,184692,94938,69806,19948,182069,177211,4256,602,27003,53879,2514,51365,26876,6840,20036,1780585,36902,2.11632371420825,1836498,27180,1.50224191278348
1958:Q3,1835174,660429,484262,3205,608,172354,407861,321474,43334,4556,38497,0,364630,310541,54089,188342,96788,70864,20690,186946,181991,4337,618,26966,55061,2786,52275,28095,7537,20558,1835174,54590,3.06583294971018,1890590,54092,2.94538135022501
1958:Q4,1867188,670318,493819,3263,628,172608,409861,323570,43680,4596,38015,0,378956,324670,54286,191377,98262,71695,21420,189731,184588,4507,636,26945,56400,3095,53305,29455,8305,21150,1867188,32013,1.7444387817364,1920824,30234,1.59916948509356
1959:Q1,1886172,674228,493678,3341,648,176561,412384,325796,44148,4582,37858,0,386540,332012,54528,192907,98056,72723,22128,193453,188456,4343,654,26660,57028,3193,53835,30368,8475,21893,1886172,18984,1.01670789923694,1941134,20310,1.05737400390888
1959:Q2,1917214,686606,504127,3414,669,178396,415161,328916,44573,4698,36974,0,401189,346451,54738,194597,98094,73668,22835,193512,188365,4476,671,26149,58947,3451,55496,32798,9039,23759,1917214,31042,1.64577867630472,1968860,27726,1.42836276369557
1959:Q3,1926173,697402,513598,3487,690,179627,417187,331781,44948,4825,35634,0,394795,339875,54920,196426,97969,74915,23542,194355,189058,4609,688,26008,59599,3452,56147,33591,8906,24685,1926173,8959,0.46731837591724,1982108,13248,0.672857638909007
1959:Q4,1961129,706025,521544,3550,710,180221,419025,334803,45093,4964,34165,0,417131,362157,54974,198000,97949,75803,24248,195147,189729,4714,704,25801,60375,3689,56686,34574,9363,25211,1961129,34956,1.81478624593721,2015782,33674,1.69890951694792
1960:Q1,1961651,720533,534527,3599,728,181679,423941,338815,45218,4971,34937,0,394287,339310,54977,198836,97775,76077,24984,197145,191590,4836,719,26909,61218,3544,57674,34309,8811,25498,1961651,521,0.026582299888569,2024176,8394,0.416407713193377
1960:Q2,1983681,726937,539185,3672,747,183333,427155,342539,45557,4980,34080,0,403002,347588,55414,199945,97388,76806,25751,199370,193701,4932,737,27272,62507,3753,58754,35235,9081,26154,1983681,22031,1.12305936519808,2042202,18026,0.89053092158964
1960:Q3,1976283,734743,545818,3726,766,184433,431473,346090,45620,5057,34705,0,376615,321285,55330,203794,99527,77741,26526,202031,196252,5024,755,27627,63098,3580,59518,35471,8460,27011,1976283,-7399,-0.372977494639923,2037601,-4601,-0.225273909279509
1960:Q4,2031464,737554,547589,3760,784,185421,434724,349081,45489,5154,35000,0,421074,365166,55908,205213,99524,78386,27303,204358,198461,5123,774,28541,65461,3984,61477,36920,9302,27618,2031464,55182,2.79219869298101,2090840,53239,2.61282981134563
1961:Q1,2083246,736012,545980,3809,807,185416,439316,353486,45390,5189,35250,0,466533,410353,56180,205643,98066,79476,28101,207217,201205,5219,793,28525,67165,4479,62686,38640,10468,28172,2083246,51781,2.54896877749818,2141300,50460,2.41336022839601
1961:Q2,2108708,748140,556950,3863,830,186497,444446,359271,45360,5253,34562,0,467636,411555,56081,208956,99986,80031,28939,210077,203955,5309,813,29453,68251,4440,63811,38798,10536,28262,2108708,25462,1.22222220647768,2164004,22704,1.06030842303405
1961:Q3,2143488,759563,567010,3919,855,187779,451109,364646,45330,5365,35768,0,479691,423621,56070,210214,99423,80981,29810,212982,206750,5398,834,29929,70358,4524,65834,40429,10900,29529,2143488,34781,1.64938400847193,2200461,36456,1.68467162097187
1961:Q4,2206613,769627,576368,3989,882,188388,457537,370084,45402,5480,36571,0,516192,437674,78518,215738,103011,82023,30704,216826,210486,5485,855,30693,72101,4902,67199,41408,11808,29600,2206613,63125,2.94495613765734,2256391,55930,2.5417521625266
1962:Q1,2219377,779418,584759,4053,914,189692,464448,375806,45613,5497,37532,0,505572,427931,77641,217177,102859,82733,31585,221114,214663,5572,879,31648,73513,4878,68635,41865,11548,30317,2219377,12763,0.578419538877855,2269368,12977,0.575109302677148
1962:Q2,2122904,786529,590011,4122,946,191450,470227,381404,45863,5560,37400,0,386371,326582,59789,220171,103376,84311,32484,225090,218520,5670,900,34516,74099,3847,70252,39583,8793,30790,2122904,-96472,-4.34681655358602,2174587,-94780,-4.17650787119828
1962:Q3,2168713,793700,594920,4191,979,193610,476886,386448,46107,5608,38723,0,408488,345363,63125,226509,106916,86187,33406,228173,221486,5764,923,34957,75385,4185,71200,40428,9267,31161,2168713,45808,2.15781718444514,2214045,39457,1.81447725714051
1962:Q4,2282119,803579,603604,4245,1011,194719,482180,391707,46186,5680,38607,0,499109,424314,74795,230254,107166,88720,34368,232175,225373,5856,946,34822,77078,4714,72364,42256,10336,31920,2282119,113406,5.22919326868526,2319046,105001,4.7425122091627
1963:Q1,2329962,813445,611427,4309,1046,196663,486144,395833,46459,5672,38180,0,527887,447981,79906,231593,107774,88354,35465,235562,228614,5976,972,35331,79175,4943,74232,43844,10950,32894,2329962,47843,2.09644840691073,2353388,34342,1.48084794753682
1963:Q2,2371484,817644,612853,4372,1085,199334,488802,398720,46721,5734,37628,0,553939,469026,84913,235393,109318,89374,36701,239747,232637,6110,1000,35959,81622,5053,76569,45663,11526,34137,2371484,41522,1.78209573323924,2385575,32187,1.36768452560548
1963:Q3,2415261,830885,623306,4448,1125,202006,490283,400424,47122,5832,36905,0,577178,487677,89501,237895,110582,89225,38088,243351,236078,6242,1031,35669,82575,5094,77481,46906,12031,34875,2415261,43777,1.84596523779142,2427460,41885,1.75576207462772
1963:Q4,2413234,839160,628622,4529,1168,204841,495126,405397,47573,5958,36198,0,553330,465779,87551,240733,110868,90317,39548,248056,240596,6396,1064,36829,84233,5145,79088,47404,12485,34919,2413234,-2027,-0.083941477787585,2422388,-5071,-0.208914327422052
1964:Q1,2462623,843875,630274,4611,1211,207779,497959,408367,48052,5982,35558,0,587915,495027,92888,243250,111753,90463,41034,251895,244260,6538,1097,37729,86018,5300,80718,48289,13137,35152,2462623,49389,2.0465869039281,2468908,46520,1.92042728912447
1964:Q2,2514039,860171,643749,4697,1252,210473,505967,416480,48572,6064,34852,0,606920,511094,95826,246568,112748,91353,42467,256035,248203,6701,1131,38378,87613,5332,82281,49235,13468,35767,2514039,51417,2.0878826109428,2513119,44210,1.79067577850358
1964:Q3,2556619,869243,649814,4785,1294,213350,511997,421549,49079,6135,35234,0,627876,528953,98923,248647,113400,91414,43833,260245,252231,6850,1164,38611,89549,5352,84197,50938,13766,37172,2556619,42579,1.69366454592229,2559573,46454,1.84845782453832
1964:Q4,2599964,884106,662499,4873,1334,215400,521652,430762,49568,6186,35136,0,641976,545955,96021,250988,114031,91830,45127,264751,256533,7023,1195,36491,92885,5270,87615,56394,13835,42559,2599964,43345,1.69541602440279,2603835,44263,1.72929952748923
1965:Q1,2644135,895205,669614,4969,1375,219247,529006,436131,50334,6223,36318,0,658083,559834,98249,252626,114950,91259,46417,270614,262188,7197,1229,38601,95168,5180,89988,56567,13914,42653,2644135,44171,1.69890089345577,2647547,43712,1.67874433464925
1965:Q2,2648539,903705,675093,5055,1420,222137,536960,441749,50962,6304,37945,0,633045,539451,93594,257209,117306,92105,47798,276863,268229,7370,1264,40757,97094,4809,92285,56337,13279,43058,2648539,4404,0.166572878958771,2644477,-3070,-0.115942670301925
1965:Q3,2725884,912547,681036,5170,1468,224873,542741,446931,51832,6405,37573,0,688677,587928,100749,258922,117395,92251,49276,282442,273627,7511,1304,40555,98686,5041,93645,58131,14296,43835,2725884,77344,2.92025513250481,2722302,77825,2.94292454373141
1965:Q4,2816160,930942,696286,5257,1522,227877,556911,458451,52388,6463,39609,0,729875,623812,106063,262979,119241,92859,50879,288476,279422,7708,1346,46977,106076,5048,101028,59099,14599,44500,2816160,90277,3.3118401293507,2802717,80415,2.95393429970862
1966:Q1,2816799,935825,696079,5366,1573,232807,562682,461800,53224,6545,41113,0,709573,606267,103306,265698,120999,92154,52545,294373,285069,7912,1392,48648,107344,4846,102498,58696,14027,44669,2816799,639,0.022673301774041,2809327,6610,0.235840777321426
1966:Q2,2859460,971324,726016,5501,1626,238181,579300,476890,54305,6605,41501,0,681091,581050,100041,271968,124022,93720,54226,304753,295191,8124,1438,51024,109520,4592,104928,58496,12923,45573,2859460,42662,1.51454065517759,2841514,32187,1.14571060116185
1966:Q3,2815605,979823,728570,5636,1681,243936,586280,481986,55405,6637,42252,0,611587,523227,88360,274953,125020,94024,55909,311212,301397,8330,1485,51750,110537,4122,106415,58787,11455,47332,2815605,-43855,-1.5336883415377,2813197,-28317,-0.996538961828701
1966:Q4,2907500,1005994,748935,5795,1738,249526,597842,493570,56844,6690,40738,0,656100,547891,108209,278893,125613,95719,57561,318877,308731,8612,1534,49794,111570,4324,107246,61776,12643,49133,2907500,91895,3.26376187852393,2902244,89046,3.16531278284039
1967:Q1,3015757,1013807,753320,5920,1795,252772,603401,498692,57695,6681,40333,0,742453,625556,116897,282480,127263,95982,59235,325805,315386,8834,1585,47811,113787,4875,108912,65976,16002,49974,3015757,108257,3.72335827997322,3008410,106166,3.65808316960497
1967:Q2,3060399,1028922,762765,6047,1854,258256,612209,504857,58617,6748,41986,0,754630,641312,113318,287232,128614,97624,60994,331364,320684,9040,1640,46042,116280,4919,111361,70238,19156,51082,3060399,44642,1.48030040262778,3049455,41045,1.36434450467422
1967:Q3,3147778,1047820,774483,6175,1917,265245,619666,511908,59576,6855,41327,0,804532,678588,125944,293256,131182,99230,62844,340629,329686,9247,1696,41875,119266,5227,114039,77391,23588,53803,3147778,87379,2.85515990057418,3136101,86646,2.84134704301642
1967:Q4,3228007,1074447,794221,6317,1984,271925,631473,522958,60645,7023,40847,0,829869,712221,117648,299818,134421,100596,64801,348994,337658,9580,1756,43406,125183,5238,119945,81777,25511,56266,3228007,80228,2.54873288910947,3203775,67675,2.15791902371341
1968:Q1,3231938,1104937,817753,6435,2050,278699,645336,533779,61497,7151,42908,0,771076,652734,118342,303856,136565,100520,66771,361012,349347,9844,1821,45721,127631,4938,122693,81910,24631,57279,3231938,3931,0.121784747709054,3226149,22373,0.69834571751888
1968:Q2,3387431,1130394,836122,6573,2120,285579,657373,543214,62526,7189,44444,0,878753,731114,147639,307734,137314,101619,68801,368721,356784,10048,1889,44456,131056,5750,125306,86600,28212,58388,3387431,155493,4.81113541632487,3364033,137884,4.27395987640594
1968:Q3,3443750,1152220,849479,6714,2195,293832,666651,550907,63572,7229,44944,0,895325,728536,166789,312231,139258,102080,70893,373500,361283,10256,1961,43823,134328,6104,128224,90505,28883,61622,3443750,56320,1.66260271358258,3426138,62105,1.84613889917417
