Date,BAC,S&P500
24/03/2003,34.400002,864.22998
25/03/2003,34.654999,874.73999
26/03/2003,34.275002,869.950012
27/03/2003,34.145,868.52002
28/03/2003,34.290001,863.5
31/03/2003,33.419998,848.179993
01/04/2003,34,858.47998
02/04/2003,34.91,880.900024
03/04/2003,34.595001,876.450012
04/04/2003,35,878.849976
07/04/2003,34.720001,879.929993
08/04/2003,35.424999,878.289978
09/04/2003,35.080002,865.98999
10/04/2003,35.605,871.580017
11/04/2003,35.669998,868.299988
14/04/2003,36,885.22998
15/04/2003,36.34,890.809998
16/04/2003,35.994999,879.909973
17/04/2003,36.439999,893.580017
21/04/2003,36.400002,892.01001
22/04/2003,37.119999,911.369995
23/04/2003,37.275002,919.02002
24/04/2003,36.779999,911.429993
25/04/2003,36.290001,898.809998
28/04/2003,36.834999,914.840027
29/04/2003,36.869999,917.840027
30/04/2003,37.025002,916.919983
01/05/2003,37.125,916.299988
02/05/2003,37.455002,930.080017
05/05/2003,37.07,926.549988
06/05/2003,37.205002,934.390015
07/05/2003,37.130001,929.619995
08/05/2003,36.845001,920.27002
09/05/2003,37,933.409973
12/05/2003,37.255001,945.109985
13/05/2003,37.16,942.299988
14/05/2003,36.970001,939.280029
15/05/2003,37.209999,946.669983
16/05/2003,37.080002,944.299988
19/05/2003,36.235001,920.77002
20/05/2003,36.255001,919.72998
21/05/2003,36.525002,923.419983
22/05/2003,36.560001,931.869995
23/05/2003,36.875,933.219971
27/05/2003,37.494999,951.47998
28/05/2003,37.169998,953.219971
29/05/2003,36.790001,949.640015
30/05/2003,37.099998,963.590027
02/06/2003,37.064999,967
03/06/2003,37.855,971.559998
04/06/2003,38.330002,986.23999
05/06/2003,38.360001,990.140015
06/06/2003,38.459999,987.76001
09/06/2003,37.915001,975.929993
10/06/2003,38.549999,984.840027
11/06/2003,39.195,997.47998
12/06/2003,39.220001,998.51001
13/06/2003,39.244999,988.609985
16/06/2003,39.945,1010.73999
17/06/2003,39.919998,1011.659973
18/06/2003,39.865002,1010.090027
19/06/2003,39.205002,994.700012
20/06/2003,39.455002,995.690002
23/06/2003,38.959999,981.640015
24/06/2003,38.775002,983.450012
25/06/2003,39.325001,975.320007
26/06/2003,39.830002,985.820007
27/06/2003,39.805,976.219971
30/06/2003,39.514999,974.5
01/07/2003,40,982.320007
02/07/2003,40.200001,993.75
03/07/2003,40.005001,985.700012
07/07/2003,40.450001,1004.419983
08/07/2003,40.740002,1007.840027
09/07/2003,40.924999,1002.210022
10/07/2003,40.799999,988.700012
11/07/2003,41.439999,998.140015
14/07/2003,41.73,1003.859985
15/07/2003,41.75,1000.419983
16/07/2003,41.389999,994.090027
17/07/2003,40.759998,981.72998
18/07/2003,41.575001,993.320007
21/07/2003,41.09,978.799988
22/07/2003,41.595001,988.109985
23/07/2003,41.68,988.609985
24/07/2003,40.98,981.599976
25/07/2003,41.764999,998.679993
28/07/2003,41.415001,996.52002
29/07/2003,41.439999,989.280029
30/07/2003,41.375,987.48999
31/07/2003,41.285,990.309998
01/08/2003,40.369999,980.150024
04/08/2003,40.799999,982.820007
05/08/2003,39.900002,965.460022
06/08/2003,40.299999,967.080017
07/08/2003,40.264999,974.119995
08/08/2003,40.645,977.590027
11/08/2003,40.305,980.590027
12/08/2003,40.715,990.349976
13/08/2003,40.395,984.030029
14/08/2003,40.709999,990.51001
15/08/2003,40.75,990.669983
18/08/2003,40.535,999.73999
19/08/2003,40.605,1002.349976
20/08/2003,40.855,1000.299988
21/08/2003,40.494999,1003.27002
22/08/2003,39.189999,993.059998
25/08/2003,38.830002,993.710022
26/08/2003,38.945,996.72998
27/08/2003,38.814999,996.789978
28/08/2003,39.150002,1002.840027
29/08/2003,39.625,1008.01001
02/09/2003,39.715,1021.98999
03/09/2003,39,1026.27002
04/09/2003,38.119999,1027.969971
05/09/2003,38.075001,1021.390015
08/09/2003,38.490002,1031.640015
09/09/2003,38.055,1023.169983
10/09/2003,37.435001,1010.919983
11/09/2003,37.799999,1016.419983
12/09/2003,37.915001,1018.630005
15/09/2003,38.5,1014.809998
16/09/2003,38.82,1029.319946
17/09/2003,38.985001,1025.969971
18/09/2003,39.845001,1039.579956
19/09/2003,39.610001,1036.300049
22/09/2003,39.299999,1022.820007
23/09/2003,39.525002,1029.030029
24/09/2003,39.200001,1009.380005
25/09/2003,39.25,1003.27002
26/09/2003,39.400002,996.849976
29/09/2003,39.360001,1006.580017
30/09/2003,39.02,995.969971
01/10/2003,39.610001,1018.219971
02/10/2003,39.595001,1020.23999
03/10/2003,39.775002,1029.849976
06/10/2003,40.224998,1034.349976
07/10/2003,40.174999,1039.25
08/10/2003,40.169998,1033.780029
09/10/2003,40.334999,1038.72998
10/10/2003,40.560001,1038.060059
13/10/2003,40.869999,1045.349976
14/10/2003,41.25,1049.47998
15/10/2003,41.029999,1046.76001
16/10/2003,40.965,1050.069946
17/10/2003,40.849998,1039.319946
20/10/2003,40.705002,1044.680054
21/10/2003,40.509998,1046.030029
22/10/2003,40.514999,1030.359985
23/10/2003,40.889999,1033.77002
24/10/2003,40.93,1028.910034
27/10/2003,36.785,1031.130005
28/10/2003,36.424999,1046.790039
29/10/2003,37.18,1048.109985
30/10/2003,37.584999,1046.939941
31/10/2003,37.865002,1050.709961
03/11/2003,37.994999,1059.02002
04/11/2003,37.77,1053.25
05/11/2003,38.099998,1051.810059
06/11/2003,38.419998,1058.050049
07/11/2003,38.075001,1053.209961
10/11/2003,37.805,1047.109985
11/11/2003,37.755001,1046.569946
12/11/2003,37.904999,1058.530029
13/11/2003,37.705002,1058.410034
14/11/2003,37.360001,1050.349976
17/11/2003,37.285,1043.630005
18/11/2003,36.974998,1034.150024
19/11/2003,37.185001,1042.439941
20/11/2003,37,1033.650024
21/11/2003,37.174999,1035.280029
24/11/2003,37.450001,1052.079956
25/11/2003,37.525002,1053.890015
26/11/2003,37.735001,1058.449951
28/11/2003,37.715,1058.199951
01/12/2003,38.174999,1070.119995
02/12/2003,38.305,1066.619995
03/12/2003,37.724998,1064.72998
04/12/2003,37.740002,1069.719971
05/12/2003,37.555,1061.5
08/12/2003,38,1069.300049
09/12/2003,37.705002,1060.180054
10/12/2003,37.794998,1059.050049
11/12/2003,37.945,1071.209961
12/12/2003,37.924999,1074.140015
15/12/2003,38.215,1068.040039
16/12/2003,38.75,1075.130005
17/12/2003,38.939999,1076.47998
18/12/2003,39.450001,1089.180054
19/12/2003,39.5,1088.660034
22/12/2003,39.529999,1092.939941
23/12/2003,39.654999,1096.02002
24/12/2003,39.625,1094.040039
26/12/2003,39.794998,1095.890015
29/12/2003,40.150002,1109.47998
30/12/2003,40.25,1109.640015
31/12/2003,40.215,1111.920044
02/01/2004,39.544998,1108.47998
05/01/2004,39.66,1122.219971
06/01/2004,39.595001,1123.670044
07/01/2004,39.505001,1126.329956
08/01/2004,39.525002,1131.920044
09/01/2004,39.174999,1121.859985
12/01/2004,39.25,1127.22998
13/01/2004,39.150002,1121.219971
14/01/2004,39.625,1130.52002
15/01/2004,39.34,1132.050049
16/01/2004,39.509998,1139.829956
20/01/2004,40.035,1138.77002
21/01/2004,40.924999,1147.619995
22/01/2004,40.849998,1143.939941
23/01/2004,40.634998,1141.550049
26/01/2004,41.119999,1155.369995
27/01/2004,41,1144.050049
28/01/2004,40.25,1128.47998
29/01/2004,40.459999,1134.109985
30/01/2004,40.73,1131.130005
02/02/2004,40.775002,1135.26001
03/02/2004,40.755001,1136.030029
04/02/2004,40.849998,1126.52002
05/02/2004,41,1128.589966
06/02/2004,41.380001,1142.76001
09/02/2004,40.84,1139.810059
10/02/2004,40.810001,1145.540039
11/02/2004,40.994999,1157.76001
12/02/2004,40.825001,1152.109985
13/02/2004,40.785,1145.810059
17/02/2004,40.93,1156.98999
18/02/2004,40.785,1151.819946
19/02/2004,40.685001,1147.060059
20/02/2004,40.669998,1144.109985
23/02/2004,41,1140.98999
24/02/2004,40.724998,1139.089966
25/02/2004,40.855,1143.670044
26/02/2004,41,1144.910034
27/02/2004,40.959999,1144.939941
01/03/2004,41.064999,1155.969971
02/03/2004,41.25,1149.099976
03/03/2004,41.310001,1151.030029
04/03/2004,41.060001,1154.869995
05/03/2004,41.369999,1156.859985
08/03/2004,41.220001,1147.199951
09/03/2004,40.884998,1140.579956
10/03/2004,39.994999,1123.890015
11/03/2004,39.775002,1106.780029
12/03/2004,40.16,1120.569946
15/03/2004,39.695,1104.48999
16/03/2004,40.055,1110.699951
17/03/2004,40.224998,1123.75
18/03/2004,40.040001,1122.319946
19/03/2004,39.924999,1109.780029
22/03/2004,39.365002,1095.400024
23/03/2004,39.264999,1093.949951
24/03/2004,39.154999,1091.329956
25/03/2004,39.869999,1109.189941
26/03/2004,40.049999,1108.060059
29/03/2004,40.52,1122.469971
30/03/2004,40.884998,1127
31/03/2004,40.490002,1126.209961
01/04/2004,40.735001,1132.170044
02/04/2004,40.255001,1141.810059
05/04/2004,40.625,1150.569946
06/04/2004,41,1148.160034
07/04/2004,40.724998,1140.530029
08/04/2004,40.525002,1139.319946
12/04/2004,40.985001,1145.199951
13/04/2004,40.25,1129.439941
14/04/2004,40.044998,1128.170044
15/04/2004,40.139999,1128.839966
16/04/2004,40.389999,1134.609985
19/04/2004,40.580002,1135.819946
20/04/2004,40.040001,1118.150024
21/04/2004,40.290001,1124.089966
22/04/2004,40.695,1139.930054
23/04/2004,40.724998,1140.599976
26/04/2004,40.625,1135.530029
27/04/2004,40.895,1138.109985
28/04/2004,40.450001,1122.410034
29/04/2004,40.325001,1113.890015
30/04/2004,40.244999,1107.300049
03/05/2004,40.490002,1117.48999
04/05/2004,40.759998,1119.550049
05/05/2004,40.785,1121.530029
06/05/2004,40.049999,1113.98999
07/05/2004,39.275002,1098.699951
10/05/2004,38.959999,1087.119995
11/05/2004,39.215,1095.449951
12/05/2004,40.169998,1097.280029
13/05/2004,40.09,1096.439941
14/05/2004,40.099998,1095.699951
17/05/2004,39.935001,1084.099976
18/05/2004,40.424999,1091.48999
19/05/2004,40.325001,1088.680054
20/05/2004,40.66,1089.189941
21/05/2004,40.735001,1093.560059
24/05/2004,40.775002,1095.410034
25/05/2004,41.220001,1113.050049
26/05/2004,41.470001,1114.939941
27/05/2004,41.305,1121.280029
28/05/2004,41.564999,1120.680054
01/06/2004,41.52,1121.199951
02/06/2004,41.564999,1124.98999
03/06/2004,41.514999,1116.640015
04/06/2004,41.799999,1122.5
07/06/2004,42.314999,1140.420044
08/06/2004,42.075001,1142.180054
09/06/2004,41.775002,1131.329956
10/06/2004,42.105,1136.469971
14/06/2004,41.275002,1125.290039
15/06/2004,42.115002,1132.01001
16/06/2004,41.965,1133.560059
17/06/2004,41.834999,1132.050049
18/06/2004,42.255001,1135.02002
21/06/2004,42.470001,1130.300049
22/06/2004,42.259998,1134.410034
23/06/2004,42.384998,1144.060059
24/06/2004,42.720001,1140.650024
25/06/2004,42,1134.430054
28/06/2004,42.360001,1133.349976
29/06/2004,42.285,1136.199951
30/06/2004,42.310001,1140.839966
01/07/2004,41.990002,1128.939941
02/07/2004,42.115002,1125.380005
06/07/2004,41.830002,1116.209961
07/07/2004,42.115002,1118.329956
08/07/2004,41.805,1109.109985
09/07/2004,41.955002,1112.810059
12/07/2004,42.424999,1114.349976
13/07/2004,42.564999,1115.140015
14/07/2004,42.150002,1111.469971
15/07/2004,41.924999,1106.689941
16/07/2004,42.235001,1101.390015
19/07/2004,42.689999,1100.900024
20/07/2004,42.630001,1108.670044
21/07/2004,41.955002,1093.880005
22/07/2004,42.435001,1096.839966
23/07/2004,42.43,1086.199951
26/07/2004,42.634998,1084.069946
27/07/2004,42.5,1094.829956
28/07/2004,42.465,1095.420044
29/07/2004,42.485001,1100.430054
30/07/2004,42.505001,1101.719971
02/08/2004,42.834999,1106.619995
03/08/2004,42.904999,1099.689941
04/08/2004,42.549999,1098.630005
05/08/2004,41.950001,1080.699951
06/08/2004,41.955002,1063.969971
09/08/2004,41.965,1065.219971
10/08/2004,42.5,1079.040039
11/08/2004,42.764999,1075.790039
12/08/2004,42.654999,1063.22998
13/08/2004,42.48,1064.800049
16/08/2004,43.049999,1079.339966
17/08/2004,43.439999,1081.709961
18/08/2004,43.724998,1095.170044
19/08/2004,43.830002,1091.22998
20/08/2004,44.25,1098.349976
23/08/2004,44.150002,1095.680054
24/08/2004,44.345001,1096.189941
25/08/2004,44.34,1104.959961
26/08/2004,44.099998,1105.089966
27/08/2004,44.505001,1107.77002
30/08/2004,44.57,1099.150024
31/08/2004,44.98,1104.23999
01/09/2004,43.650002,1105.910034
02/09/2004,43.849998,1118.310059
03/09/2004,43.610001,1113.630005
07/09/2004,44.27,1121.300049
08/09/2004,44.110001,1116.27002
09/09/2004,44.369999,1118.380005
10/09/2004,44.599998,1123.920044
13/09/2004,44.48,1125.819946
14/09/2004,44.349998,1128.329956
15/09/2004,44.169998,1120.369995
16/09/2004,44.34,1123.5
17/09/2004,44.66,1128.550049
20/09/2004,44.369999,1122.199951
21/09/2004,44.68,1129.300049
22/09/2004,43.919998,1113.560059
23/09/2004,43.57,1108.359985
24/09/2004,43.98,1110.109985
27/09/2004,43.82,1103.52002
28/09/2004,43.68,1110.060059
29/09/2004,43.59,1114.800049
30/09/2004,43.330002,1114.579956
01/10/2004,44.16,1131.5
04/10/2004,44.349998,1135.170044
05/10/2004,44.720001,1134.47998
06/10/2004,45.25,1142.050049
07/10/2004,45.43,1130.650024
08/10/2004,45.139999,1122.140015
11/10/2004,45.41,1124.390015
12/10/2004,45.529999,1121.839966
13/10/2004,45.009998,1113.650024
14/10/2004,44.200001,1103.290039
15/10/2004,44.990002,1108.199951
18/10/2004,44.98,1114.02002
19/10/2004,44.360001,1103.22998
20/10/2004,43.720001,1103.660034
21/10/2004,43.91,1106.48999
22/10/2004,43.799999,1095.73999
25/10/2004,43.619999,1094.800049
26/10/2004,43.869999,1111.089966
27/10/2004,44.360001,1125.400024
28/10/2004,44.52,1127.439941
29/10/2004,44.790001,1130.199951
01/11/2004,45.110001,1130.51001
02/11/2004,45.169998,1130.560059
03/11/2004,45.639999,1143.199951
04/11/2004,46.25,1161.670044
05/11/2004,45.950001,1166.170044
08/11/2004,45.970001,1164.890015
09/11/2004,45.93,1164.079956
10/11/2004,46.23,1162.910034
11/11/2004,47.110001,1173.47998
12/11/2004,47.439999,1184.170044
15/11/2004,47.330002,1183.810059
16/11/2004,46.77,1175.430054
17/11/2004,46.59,1181.939941
18/11/2004,46.41,1183.550049
19/11/2004,45.849998,1170.339966
22/11/2004,46.259998,1177.23999
23/11/2004,46.400002,1176.939941
24/11/2004,46.459999,1181.76001
26/11/2004,46.470001,1182.650024
29/11/2004,46.34,1178.569946
30/11/2004,46.27,1173.819946
01/12/2004,46.59,1191.369995
02/12/2004,46.419998,1190.329956
03/12/2004,46.32,1191.170044
06/12/2004,46.5,1190.25
07/12/2004,45.849998,1177.069946
08/12/2004,46.110001,1182.810059
09/12/2004,46.200001,1189.23999
10/12/2004,45.880001,1188
13/12/2004,45.959999,1198.680054
14/12/2004,45.830002,1203.380005
15/12/2004,45.93,1205.719971
16/12/2004,46.09,1203.209961
17/12/2004,45.200001,1194.199951
20/12/2004,45.52,1194.650024
21/12/2004,46.310001,1205.449951
22/12/2004,46.799999,1209.569946
23/12/2004,46.700001,1210.130005
27/12/2004,46.66,1204.920044
28/12/2004,46.970001,1213.540039
29/12/2004,46.860001,1213.449951
30/12/2004,46.959999,1213.550049
31/12/2004,46.990002,1211.920044
03/01/2005,46.459999,1202.079956
04/01/2005,45.82,1188.050049
05/01/2005,45.290001,1183.73999
06/01/2005,45.220001,1187.890015
07/01/2005,44.73,1186.189941
10/01/2005,45.290001,1190.25
11/01/2005,45.18,1182.98999
12/01/2005,45.060001,1187.699951
13/01/2005,44.5,1177.449951
14/01/2005,44.889999,1184.52002
18/01/2005,45.73,1195.97998
19/01/2005,44.970001,1184.630005
20/01/2005,45.310001,1175.410034
21/01/2005,45.09,1167.869995
24/01/2005,45.220001,1163.75
25/01/2005,45.59,1168.410034
26/01/2005,45.77,1174.069946
27/01/2005,45.529999,1174.550049
28/01/2005,45.700001,1171.359985
31/01/2005,46.369999,1181.27002
01/02/2005,46.68,1189.410034
02/02/2005,46.73,1193.189941
03/02/2005,46.400002,1189.890015
04/02/2005,46.889999,1203.030029
07/02/2005,46.639999,1201.719971
08/02/2005,46.889999,1202.300049
09/02/2005,46.439999,1191.98999
10/02/2005,46.93,1197.01001
11/02/2005,46.82,1205.300049
14/02/2005,46.93,1206.140015
15/02/2005,47.060001,1210.119995
16/02/2005,46.77,1210.339966
17/02/2005,46.360001,1200.75
18/02/2005,45.740002,1201.589966
22/02/2005,45.200001,1184.160034
23/02/2005,45.73,1190.800049
24/02/2005,46.200001,1200.199951
25/02/2005,46.790001,1211.369995
28/02/2005,46.650002,1203.599976
01/03/2005,47.080002,1210.410034
02/03/2005,46.57,1210.079956
03/03/2005,46.330002,1210.469971
04/03/2005,46.779999,1222.119995
07/03/2005,46.470001,1225.310059
08/03/2005,46.259998,1219.430054
09/03/2005,45.700001,1207.01001
10/03/2005,45.860001,1209.25
11/03/2005,45.77,1200.079956
14/03/2005,45.799999,1206.829956
15/03/2005,45.540001,1197.75
16/03/2005,44.799999,1188.069946
17/03/2005,44.779999,1190.209961
18/03/2005,44.939999,1189.650024
21/03/2005,44.299999,1183.780029
22/03/2005,43.66,1171.709961
23/03/2005,43.98,1172.530029
24/03/2005,43.75,1171.420044
28/03/2005,44.290001,1174.280029
29/03/2005,43.889999,1165.359985
30/03/2005,44.02,1181.410034
31/03/2005,44.099998,1180.589966
01/04/2005,44.009998,1172.920044
04/04/2005,44.16,1176.119995
05/04/2005,44.310001,1181.390015
06/04/2005,44.599998,1184.069946
07/04/2005,44.830002,1191.140015
08/04/2005,44.68,1181.199951
11/04/2005,44.98,1181.209961
12/04/2005,45.52,1187.76001
13/04/2005,45.110001,1173.790039
14/04/2005,44.68,1162.050049
15/04/2005,44.279999,1142.619995
18/04/2005,44.73,1145.97998
19/04/2005,44.93,1152.780029
20/04/2005,44.23,1137.5
21/04/2005,44.389999,1159.949951
22/04/2005,44.369999,1152.119995
25/04/2005,44.830002,1162.099976
26/04/2005,44.610001,1151.829956
27/04/2005,44.869999,1156.380005
28/04/2005,44.689999,1143.219971
29/04/2005,45.040001,1156.849976
02/05/2005,45.34,1162.160034
03/05/2005,45.360001,1161.170044
04/05/2005,45.970001,1175.650024
05/05/2005,45.849998,1172.630005
06/05/2005,45.490002,1171.349976
09/05/2005,45.73,1178.839966
10/05/2005,45.380001,1166.219971
11/05/2005,45.66,1171.109985
12/05/2005,45.34,1159.359985
13/05/2005,45.130001,1154.050049
16/05/2005,45.849998,1165.689941
17/05/2005,46.139999,1173.800049
18/05/2005,46.650002,1185.560059
19/05/2005,46.450001,1191.079956
20/05/2005,46.57,1189.280029
23/05/2005,46.549999,1193.859985
24/05/2005,46.610001,1194.069946
25/05/2005,46.540001,1190.01001
26/05/2005,46.709999,1197.619995
27/05/2005,46.650002,1198.780029
31/05/2005,46.32,1191.5
01/06/2005,46.290001,1202.219971
02/06/2005,46.18,1204.290039
03/06/2005,45.779999,1196.02002
06/06/2005,45.900002,1197.51001
07/06/2005,45.860001,1197.26001
08/06/2005,45.91,1194.670044
09/06/2005,46.09,1200.930054
10/06/2005,46,1198.109985
13/06/2005,45.919998,1200.819946
14/06/2005,45.970001,1203.910034
15/06/2005,46.599998,1206.579956
16/06/2005,46.43,1210.959961
17/06/2005,46.639999,1216.959961
20/06/2005,46.709999,1216.099976
21/06/2005,47.080002,1213.609985
22/06/2005,47.07,1213.880005
23/06/2005,46.599998,1200.72998
24/06/2005,46.75,1191.569946
27/06/2005,46.400002,1190.689941
28/06/2005,46.669998,1201.569946
29/06/2005,46.91,1199.849976
30/06/2005,45.610001,1191.329956
01/07/2005,44.98,1194.439941
05/07/2005,45.110001,1204.98999
06/07/2005,44.700001,1194.939941
07/07/2005,44.68,1197.869995
08/07/2005,45.150002,1211.859985
11/07/2005,45.169998,1219.439941
12/07/2005,45.310001,1222.209961
13/07/2005,45.75,1223.290039
14/07/2005,45.810001,1226.5
15/07/2005,45.98,1227.920044
18/07/2005,45.080002,1221.130005
19/07/2005,44.82,1229.349976
20/07/2005,44.860001,1235.199951
21/07/2005,44.599998,1227.040039
22/07/2005,44.849998,1233.680054
25/07/2005,44.66,1229.030029
26/07/2005,44.529999,1231.160034
27/07/2005,44.150002,1236.790039
28/07/2005,44.009998,1243.719971
29/07/2005,43.599998,1234.180054
01/08/2005,43.66,1235.349976
02/08/2005,43.939999,1244.119995
03/08/2005,43.779999,1245.040039
04/08/2005,43.709999,1235.859985
05/08/2005,43.25,1226.420044
08/08/2005,42.939999,1223.130005
09/08/2005,42.900002,1231.380005
10/08/2005,42.75,1229.130005
11/08/2005,42.790001,1237.810059
12/08/2005,42.689999,1230.390015
15/08/2005,43.18,1233.869995
16/08/2005,43.720001,1219.339966
17/08/2005,43.73,1220.23999
18/08/2005,43.799999,1219.02002
19/08/2005,43.619999,1219.709961
22/08/2005,43.740002,1221.72998
23/08/2005,43.34,1217.589966
24/08/2005,42.91,1209.589966
25/08/2005,43.07,1212.369995
26/08/2005,42.84,1205.099976
29/08/2005,43.360001,1212.280029
30/08/2005,43.099998,1208.410034
31/08/2005,43.029999,1220.329956
01/09/2005,43.099998,1221.589966
02/09/2005,42.91,1218.02002
06/09/2005,43.349998,1233.390015
07/09/2005,43.310001,1236.359985
08/09/2005,43.029999,1231.670044
09/09/2005,42.950001,1241.47998
12/09/2005,42.700001,1240.560059
13/09/2005,42.66,1231.199951
14/09/2005,42.639999,1227.160034
15/09/2005,42.73,1227.72998
16/09/2005,43.68,1237.910034
19/09/2005,43.389999,1231.02002
20/09/2005,43,1221.339966
21/09/2005,42.259998,1210.199951
22/09/2005,42.189999,1214.619995
23/09/2005,42.23,1215.290039
26/09/2005,42,1215.630005
27/09/2005,41.919998,1215.660034
28/09/2005,41.599998,1216.890015
29/09/2005,42.099998,1227.680054
30/09/2005,42.099998,1228.810059
03/10/2005,42.049999,1226.699951
04/10/2005,41.91,1214.469971
05/10/2005,41.959999,1196.390015
06/10/2005,42.23,1191.48999
07/10/2005,42.27,1195.900024
10/10/2005,42.09,1187.329956
11/10/2005,41.880001,1184.869995
12/10/2005,41.889999,1177.680054
13/10/2005,42,1176.839966
14/10/2005,42.049999,1186.569946
17/10/2005,42.049999,1190.099976
18/10/2005,41.57,1178.140015
19/10/2005,42.439999,1195.76001
20/10/2005,42.200001,1177.800049
21/10/2005,42.259998,1179.589966
24/10/2005,43.380001,1199.380005
25/10/2005,43.18,1196.540039
26/10/2005,43.200001,1191.380005
27/10/2005,43.18,1178.900024
28/10/2005,43.98,1198.410034
31/10/2005,43.740002,1207.01001
01/11/2005,43.619999,1202.76001
02/11/2005,44.080002,1214.76001
03/11/2005,44.009998,1219.939941
04/11/2005,44.23,1220.140015
07/11/2005,44.459999,1222.810059
08/11/2005,44.389999,1218.589966
09/11/2005,44.540001,1220.650024
10/11/2005,45.299999,1230.959961
11/11/2005,45.459999,1234.719971
14/11/2005,45.619999,1233.76001
15/11/2005,45.25,1229.01001
16/11/2005,44.970001,1231.209961
17/11/2005,45.34,1242.800049
18/11/2005,45.560001,1248.27002
21/11/2005,45.84,1254.849976
22/11/2005,46.099998,1261.22998
23/11/2005,46.709999,1265.609985
25/11/2005,46.990002,1268.25
28/11/2005,46.560001,1257.459961
29/11/2005,46.779999,1257.47998
30/11/2005,45.889999,1249.47998
01/12/2005,45.880001,1264.670044
02/12/2005,46.130001,1265.079956
05/12/2005,46.43,1262.089966
06/12/2005,46.310001,1263.699951
07/12/2005,45.860001,1257.369995
08/12/2005,45.779999,1255.839966
09/12/2005,45.900002,1259.369995
12/12/2005,45.740002,1260.430054
13/12/2005,46.5,1267.430054
14/12/2005,46.779999,1272.73999
15/12/2005,46.68,1270.939941
16/12/2005,46.970001,1267.319946
19/12/2005,46.529999,1259.920044
20/12/2005,46.689999,1259.619995
21/12/2005,46.639999,1262.790039
22/12/2005,46.919998,1268.119995
23/12/2005,46.939999,1268.660034
27/12/2005,46.560001,1256.540039
28/12/2005,46.27,1258.170044
29/12/2005,46.189999,1254.420044
30/12/2005,46.150002,1248.290039
03/01/2006,47.080002,1268.800049
04/01/2006,46.580002,1273.459961
05/01/2006,46.639999,1273.47998
06/01/2006,46.57,1285.449951
09/01/2006,46.599998,1290.150024
10/01/2006,46.209999,1289.689941
11/01/2006,46.099998,1294.180054
12/01/2006,45.799999,1286.060059
13/01/2006,45.799999,1287.609985
17/01/2006,45.310001,1282.930054
18/01/2006,45.259998,1277.930054
19/01/2006,45.139999,1285.040039
20/01/2006,44.189999,1261.48999
23/01/2006,43.959999,1263.819946
24/01/2006,44.240002,1266.859985
25/01/2006,44.630001,1264.680054
26/01/2006,44.900002,1273.829956
27/01/2006,44.799999,1283.719971
30/01/2006,44.48,1285.189941
31/01/2006,44.23,1280.079956
01/02/2006,43.950001,1282.459961
02/02/2006,43.439999,1270.839966
03/02/2006,43.09,1264.030029
06/02/2006,43.369999,1265.02002
07/02/2006,43.490002,1254.780029
08/02/2006,43.669998,1265.650024
09/02/2006,43.830002,1263.780029
10/02/2006,43.919998,1266.98999
13/02/2006,43.700001,1262.859985
14/02/2006,44.16,1275.530029
15/02/2006,44.360001,1280
16/02/2006,44.689999,1289.380005
17/02/2006,44.66,1287.23999
21/02/2006,44.549999,1283.030029
22/02/2006,45.080002,1292.670044
23/02/2006,45.369999,1287.790039
24/02/2006,45.720001,1289.430054
27/02/2006,45.98,1294.119995
28/02/2006,45.849998,1280.660034
01/03/2006,45.599998,1291.23999
02/03/2006,45.150002,1289.140015
03/03/2006,45.189999,1287.22998
06/03/2006,45.209999,1278.26001
07/03/2006,45.619999,1275.880005
08/03/2006,45.709999,1278.469971
09/03/2006,45.549999,1272.22998
10/03/2006,45.950001,1281.420044
13/03/2006,45.939999,1284.130005
14/03/2006,46.259998,1297.47998
15/03/2006,46.400002,1303.02002
16/03/2006,46.759998,1305.329956
17/03/2006,46.900002,1307.25
20/03/2006,46.900002,1305.079956
21/03/2006,46.57,1297.22998
22/03/2006,46.990002,1305.040039
23/03/2006,46.700001,1301.670044
24/03/2006,46.900002,1302.949951
27/03/2006,46.82,1301.609985
28/03/2006,46.060001,1293.22998
29/03/2006,45.970001,1302.890015
30/03/2006,45.610001,1300.25
31/03/2006,45.540001,1294.869995
03/04/2006,45.68,1297.810059
04/04/2006,46.290001,1305.930054
05/04/2006,46.549999,1311.560059
06/04/2006,46.200001,1309.040039
07/04/2006,45.740002,1295.5
10/04/2006,45.68,1296.619995
11/04/2006,45.560001,1286.569946
12/04/2006,45.720001,1288.119995
13/04/2006,45.73,1289.119995
17/04/2006,45.48,1285.329956
18/04/2006,45.959999,1307.280029
19/04/2006,46.049999,1309.930054
20/04/2006,46.279999,1311.459961
21/04/2006,46.869999,1311.280029
24/04/2006,47.07,1308.109985
25/04/2006,47.09,1301.73999
26/04/2006,47.709999,1305.410034
27/04/2006,49.040001,1309.719971
28/04/2006,49.919998,1310.609985
01/05/2006,49.18,1305.189941
02/05/2006,49.459999,1313.209961
03/05/2006,49.299999,1308.119995
04/05/2006,49.939999,1312.25
05/05/2006,50.470001,1325.76001
08/05/2006,50.110001,1324.660034
09/05/2006,50.189999,1325.140015
10/05/2006,50.169998,1322.849976
11/05/2006,49.689999,1305.920044
12/05/2006,49.200001,1291.23999
15/05/2006,49.549999,1294.5
16/05/2006,49.639999,1292.079956
17/05/2006,48.560001,1270.319946
18/05/2006,48.119999,1261.810059
19/05/2006,48.27,1267.030029
22/05/2006,48.259998,1262.069946
23/05/2006,48.23,1256.579956
24/05/2006,48.48,1258.569946
